NCBI Gene ID	ZFIN ID	PValue	logFC
564165	ZDB-GENE-080204-113	0.032325258	-1.125771633
564166	ZDB-GENE-070424-77	0.198043371	-0.4210677
564171	ZDB-GENE-030131-5930	0.28107474	-0.130743459
564172	ZDB-GENE-060503-182	0.268460231	0.687288955
564177	ZDB-GENE-070713-4	0.191924012	0.217172615
564181	ZDB-GENE-041001-179	0.134638256	0.290165675
564195	ZDB-GENE-091113-51	0.849338937	-0.05791907
564200	ZDB-GENE-111102-2	0.020825865	0.606155747
564205	ZDB-GENE-130530-597	0.714402242	0.064894615
564207	ZDB-GENE-080917-25	0.423931462	0.139762577
564210	ZDB-GENE-061027-379	0.059260119	-0.427976286
564211	ZDB-GENE-030131-3922	0.159505297	-0.300648136
564220		0.019765773	1.290379482
564222	ZDB-GENE-081104-150	0.343855373	-0.193806251
564225	ZDB-GENE-030131-5395	0.401702105	0.173364534
564226	ZDB-GENE-041210-297	0.756745718	-0.123515227
564232	ZDB-GENE-061215-128	0.077559202	0.418658517
564234		0.210459337	0.210283021
564235	ZDB-GENE-050309-240	0.029235112	-0.433493549
564237		0.636176451	0.31157974
564241	ZDB-GENE-061207-7	0.594113471	0.547983434
564246	ZDB-GENE-070928-18	0.025670432	-0.309979745
564250		0.241701959	0.26570097
564253	ZDB-GENE-041001-137	0.511820393	0.298425841
564266	ZDB-GENE-071207-1	0.968738232	0.015168185
564271	ZDB-GENE-030131-3522	0.049164942	0.299367332
564274		0.176410877	0.443761037
564276	ZDB-GENE-030131-5414	0.176581514	0.253628846
564277	ZDB-GENE-061013-214	0.734226268	-0.090651953
564279	ZDB-GENE-120913-2	0.832203386	0.162870334
564283	ZDB-GENE-131121-145	0.002138292	0.398492084
564291	ZDB-GENE-090313-249	0.094684243	0.438626527
564295	ZDB-GENE-071120-2	0.592010397	0.129565649
564300	ZDB-GENE-050309-29	0.00080108	-0.512314141
564307	ZDB-GENE-200916-1	0.015987348	0.70299254
564308	ZDB-GENE-081022-117	0.80632049	0.085409737
564309	ZDB-GENE-071030-1	0.493442144	-0.164932762
564317	ZDB-GENE-080215-1	0.148512277	0.276108747
564322	ZDB-GENE-081031-83	0.080168794	-0.207716366
564324	ZDB-GENE-060130-56	0.748805411	0.067922273
564334	ZDB-GENE-070912-550	0.521792783	0.211639487
564336	ZDB-GENE-041014-160	0.255315778	0.230895212
564337	ZDB-GENE-081113-3	0.398563793	0.130579466
564344		0.93292215	0.013159138
564346		0.020406157	-1.407300993
564347	ZDB-GENE-041210-94	0.240697814	-0.223177997
564351	ZDB-GENE-100505-1	0.030397378	0.793116933
564359	ZDB-GENE-070112-182	0.926747447	-0.049345794
564367		0.763984172	0.10713017
564370	ZDB-GENE-050913-120	0.623110819	-0.17529845
564371	ZDB-GENE-100901-2	0.001453112	0.720352267
564372	ZDB-GENE-090312-18	0.01493821	0.277407238
564374	ZDB-GENE-030804-13	0.879986366	-0.049371543
564377	ZDB-GENE-030131-1059	0.950979676	0.01805181
564379	ZDB-GENE-031105-2	0.232919772	-0.299542589
564382	ZDB-GENE-090313-7	0.470946158	-0.149207322
564383	ZDB-GENE-030131-9788	1.16e-06	2.22156693
564388	ZDB-GENE-050706-68	0.333667813	0.192647904
564389		0.350562558	0.511922154
564392	ZDB-GENE-041008-132	0.849632726	-0.07558162
564395	ZDB-GENE-050419-198	0.828999069	-0.0450445
564400	ZDB-GENE-070912-449	0.501779975	-0.094792417
564403	ZDB-GENE-041014-38	0.01303865	1.431159861
564404		0.546618388	0.212438054
564413	ZDB-GENE-061207-54	0.421100181	-0.141842822
564419	ZDB-GENE-070820-1	0.035361967	0.298784951
564423	ZDB-GENE-081104-51	0.032448717	-0.701996323
564424	ZDB-GENE-081105-177	0.087474812	0.506571306
564425	ZDB-GENE-080305-1	0.174353346	1.744087654
564431	ZDB-GENE-050107-3	0.73999003	0.098849326
564457	ZDB-GENE-060503-471	0.817159493	-0.181720122
564460	ZDB-GENE-041119-1	0.679306192	0.076546905
564461	ZDB-GENE-060201-5	0.567369251	-0.123191504
564462	ZDB-GENE-080327-5	0.300951496	0.187994579
564464	ZDB-GENE-040426-2500	0.777852793	0.055223
564465	ZDB-GENE-090831-2	0.498056913	0.221986117
564470	ZDB-GENE-030616-115	0.999542551	0.000142926
564472	ZDB-GENE-060503-344	0.205333219	0.59471355
564475	ZDB-GENE-041014-339	0.151855881	-0.692411787
564476	ZDB-GENE-081022-40	0.145212054	-0.299647757
564478	ZDB-GENE-110317-2	0.919929032	-0.029994295
564485	ZDB-GENE-091013-3	0.000247943	0.549886736
564487	ZDB-GENE-100210-4	0.338233666	0.120582846
564488	ZDB-GENE-041210-91	4.41e-06	-1.488722297
564493		0.774899995	-0.207662924
564496	ZDB-GENE-120727-5	0.052958206	0.50397174
564497	ZDB-GENE-100212-2	7.43e-05	1.482148483
564498	ZDB-GENE-090206-2	0.018972174	-0.257562103
564500	ZDB-GENE-041210-258	0.061329455	0.422035249
564511	ZDB-GENE-080403-10	4.27e-07	3.451848614
564515	ZDB-GENE-070705-21	0.202021414	-0.941120094
564517	ZDB-GENE-130530-756	0.782240201	-0.055933762
564518	ZDB-GENE-091111-4	0.140294037	0.240043042
564519	ZDB-GENE-051107-8	0.547774575	-0.075776712
564520	ZDB-GENE-121219-5	0.009782347	-0.243151189
564521	ZDB-GENE-030131-9771	0.630405101	0.04261027
564523	ZDB-GENE-070424-62	0.790511555	0.054698298
564524	ZDB-GENE-030131-7763	0.749932709	-0.085001003
564527	ZDB-GENE-000607-82	0.254752233	0.103778339
564531	ZDB-GENE-050419-250	0.505374575	0.309938611
564533	ZDB-GENE-070912-448	0.279503666	0.171125944
564534	ZDB-GENE-070912-680	0.267423602	-0.203068479
564535	ZDB-GENE-030131-9536	0.230323711	0.17393112
564537	ZDB-GENE-030131-6059	0.005609229	-0.489738975
564539	ZDB-GENE-030131-1581	0.207203398	0.499556906
564542		0.34987898	-0.44809802
564545	ZDB-GENE-060531-142	0.154575055	0.382545511
564549	ZDB-GENE-160113-28	0.254541163	-0.684672686
564551	ZDB-GENE-030131-1650	0.043072721	-0.333809551
564552	ZDB-GENE-030131-2143	0.039895033	-0.181323484
564554	ZDB-GENE-130530-866	0.018549153	-0.436138936
564555	ZDB-GENE-140718-4	0.001721509	1.433858104
564556	ZDB-GENE-131125-70	0.653858185	-0.204025516
564557	ZDB-GENE-030131-4106	0.064618411	0.331477119
564559	ZDB-GENE-030131-6366	0.241987577	0.225081479
564564	ZDB-GENE-030131-738	0.461458905	-0.148272632
564571	ZDB-GENE-080506-1	0.967894391	0.008601548
564572	ZDB-GENE-030131-2310	0.121557481	0.251900384
564573	ZDB-GENE-070706-2	0.194791872	-0.308807133
564575	ZDB-GENE-080204-61	0.04898903	-0.853066189
564584	ZDB-GENE-070912-547	0.275852661	0.219053516
564588		0.466818031	0.144638411
564589	ZDB-GENE-041014-291	0.609675752	0.463056256
564592	ZDB-GENE-080519-2	0.746244295	0.134514059
564600	ZDB-GENE-120215-68	4.28e-06	-0.411076811
564601	ZDB-GENE-081031-40	0.003317092	0.679452542
564608	ZDB-GENE-050809-123	0.24206483	-0.430983826
564609		0.094820075	1.183237819
564612		0.803261052	-0.038546838
564613	ZDB-GENE-010601-2	0.000783267	-0.422008508
564614	ZDB-GENE-121105-6	0.975633134	-0.01339553
564616	ZDB-GENE-120215-239	0.308567529	0.771142363
564619	ZDB-GENE-090507-1	0.903065202	0.032050435
564632	ZDB-GENE-030219-132	0.956450503	0.005615765
564633	ZDB-GENE-070912-83	0.015474442	0.573011257
564642	ZDB-GENE-090908-2	0.990421321	0.00288316
564644	ZDB-GENE-081022-128	0.427920053	-0.315412033
564649	ZDB-GENE-170215-2	0.341177952	-0.213871066
564651	ZDB-GENE-030131-3306	0.167108598	-0.28459088
564652	ZDB-GENE-070912-491	0.105582458	0.322691529
564655	ZDB-GENE-091118-40	0.863352165	-0.083868099
564658	ZDB-GENE-080219-30	0.99775856	-0.000752341
564664	ZDB-GENE-110606-4	0.637689797	0.081344974
564665	ZDB-GENE-080108-1	0.457535781	0.251606066
564666	ZDB-GENE-100812-11	0.234770005	0.152005951
564667	ZDB-GENE-041210-299	0.438237023	0.360142059
564669	ZDB-GENE-060526-60	0.629635047	0.055392179
564674		0.090201938	-0.775844819
564675	ZDB-GENE-081104-436	0.275238433	0.216460638
564681	ZDB-GENE-120215-81	0.146151903	0.215376761
564685	ZDB-GENE-081105-85	0.394218787	0.209331948
564690	ZDB-GENE-080204-76	0.006464791	-0.63513727
564694	ZDB-GENE-060929-902	0.219979232	0.274991086
564697	ZDB-GENE-030616-521	0.637388742	-0.216298163
564698		0.01548203	0.693732478
564699	ZDB-GENE-060810-93	0.775984268	0.095306973
564701	ZDB-GENE-121214-354	0.172675819	-0.445071177
564702		0.037040278	0.938394223
564706	ZDB-GENE-080220-18	0.469930097	-0.223906545
564707	ZDB-GENE-030131-3529	0.014735295	-0.233601738
564712	ZDB-GENE-120411-42	0.965332693	0.036048479
564713	ZDB-GENE-050419-154	0.634730754	0.149689809
564715		0.07221792	-0.387607998
564717	ZDB-GENE-030131-9651	0.613489711	0.209045282
564719	ZDB-GENE-041014-276	0.193254954	-0.535299277
564723	ZDB-GENE-050208-795	0.006582466	0.619051643
564728	ZDB-GENE-130530-863	0.22048527	0.380941043
564731	ZDB-GENE-200413-1	0.1658684	0.454702564
564733	ZDB-GENE-080204-83	0.25416614	-0.294401545
564734	ZDB-GENE-081104-414	0.445607137	0.175972773
564737		0.73003697	0.352879525
564738	ZDB-GENE-050706-83	0.714402242	0.077870168
564739	ZDB-GENE-121105-5	0.465422951	-0.341004432
564741	ZDB-GENE-070905-1	0.472621463	-0.15947795
564742		0.487929254	0.158891995
564746	ZDB-GENE-030616-550	0.099015908	0.234302708
564748		0.520506216	0.226179622
564750	ZDB-GENE-070112-990	0.044465996	-0.304884081
564754	ZDB-GENE-030729-4	0.156855511	0.371011276
564761	ZDB-GENE-130530-650	0.682044476	-0.335313867
564764	ZDB-GENE-080204-123	0.022962222	-0.256801336
564766	ZDB-GENE-041111-223	0.196469672	-0.217023423
564770	ZDB-GENE-060117-5	0.482528462	-0.265796069
564772	ZDB-GENE-080415-1	0.186392022	-0.350619105
564783	ZDB-GENE-060503-653	0.784520426	-0.254011276
564785	ZDB-GENE-130531-65	0.321030247	0.810385082
564788	ZDB-GENE-070912-490	0.178125067	0.301099059
564789		0.457173287	0.204787425
564790	ZDB-GENE-060503-154	0.600075615	-0.243719485
564794	ZDB-GENE-041014-277	0.093616847	-0.194302841
564798	ZDB-GENE-060503-339	0.219235202	-0.790448668
564805	ZDB-GENE-030131-9510	0.209387263	0.14802272
564814	ZDB-GENE-081104-34	0.65760428	0.112379881
564815	ZDB-GENE-080513-3	0.104086145	-0.404584496
564818	ZDB-GENE-030131-6285	0.85781817	0.243112628
564819	ZDB-GENE-091112-20	0.369978316	0.572155612
564821	ZDB-GENE-030616-13	0.065460614	-0.201218967
564822	ZDB-GENE-090311-50	0.031272595	0.328808991
564823	ZDB-GENE-081022-169	0.810155994	-0.031619676
564825		2.61e-06	2.481396796
564832	ZDB-GENE-130530-780	0.053872417	-0.552613315
564833	ZDB-GENE-121214-307	0.334176781	0.270006819
564835	ZDB-GENE-121214-37	0.013420304	-1.048464957
564838	ZDB-GENE-060825-331	0.753514542	-0.08125446
564842	ZDB-GENE-050517-39	0.943632911	-0.03411787
564844	ZDB-GENE-130530-761	0.575096083	-0.229195667
564848	ZDB-GENE-061013-448	0.704410696	-0.524114348
564849	ZDB-GENE-061215-118	0.449655158	-0.772890414
564852	ZDB-GENE-120222-1	0.192056193	0.292671268
564853	ZDB-GENE-030912-10	0.00157026	-0.637734619
564854	ZDB-GENE-071120-7	0.176704616	0.628096409
564855	ZDB-GENE-130530-598	0.709862465	-0.199369872
564859	ZDB-GENE-030131-4831	0.495252952	-0.097542674
564866	ZDB-GENE-041111-262	3.49e-06	-0.435766937
564867	ZDB-GENE-070522-1	0.168309321	0.407799429
564868	ZDB-GENE-061013-742	8.65e-10	-1.551461343
564872	ZDB-GENE-110208-1	0.04071399	-0.435551683
564873	ZDB-GENE-070725-2	0.988913441	0.007029674
564874	ZDB-GENE-030131-5971	0.382266627	-0.221670978
564875	ZDB-GENE-071004-34	0.723112608	-0.121303
564876		0.866889672	0.139606224
564883	ZDB-GENE-090828-1	0.959158711	-0.011818033
564886		0.029550942	-0.365088208
564909	ZDB-GENE-060503-307	0.722181319	-0.073395684
564915	ZDB-GENE-090420-3	0.170624279	-0.155134517
564916		0.590727421	-0.230388585
564921	ZDB-GENE-030131-2378	0.901127847	0.042973571
564922	ZDB-GENE-030131-8203	0.85192501	-0.050295458
564924	ZDB-GENE-060825-45	0.594312736	0.193000524
564925	ZDB-GENE-060825-182	0.107859021	-0.409879962
564926	ZDB-GENE-070820-5	0.640314485	-0.105125104
564932		0.60394019	-0.161338642
564934	ZDB-GENE-080717-1	0.893892769	0.046063221
564943	ZDB-GENE-080327-16	0.001750547	0.699647499
564945	ZDB-GENE-100922-278	0.800671187	0.171274344
564951	ZDB-GENE-060306-2	0.262175178	0.196846622
564953	ZDB-GENE-030131-9443	0.691560566	0.09184775
564958	ZDB-GENE-160728-9	0.307821059	-0.699256313
564960		0.678546625	0.723188361
564961	ZDB-GENE-080513-5	0.002983832	-0.484957824
564964	ZDB-GENE-081104-429	0.038543197	-1.137262537
564967		0.001612389	-0.347805099
564970	ZDB-GENE-070705-96	0.109596516	-0.255814189
564976	ZDB-GENE-091015-3	0.650043861	-0.114615636
564977	ZDB-GENE-051201-1	0.971289602	-0.011397181
564979		7.9e-05	-1.257476037
564982	ZDB-GENE-050913-141	0.812553177	-0.27781231
564984	ZDB-GENE-050913-78	0.778087443	-0.325226711
564985	ZDB-GENE-060810-64	0.826681632	-0.039442803
564989	ZDB-GENE-030131-1348	0.93870918	0.017804643
564990		0.356486257	0.210665
564991	ZDB-GENE-090313-79	0.939052437	-0.025911377
564992	ZDB-GENE-120914-1	0.303977546	-0.250375794
564994	ZDB-GENE-030131-4967	0.79076794	0.041116251
564996	ZDB-GENE-010919-3	1.65e-05	1.658410539
565000	ZDB-GENE-050706-140	0.346214775	0.692933689
565010	ZDB-GENE-041014-259	0.433514299	0.14372261
565013	ZDB-GENE-030131-2826	4.42e-06	-0.872793479
565014	ZDB-GENE-080219-36	0.48604273	0.325446814
565015		0.586791177	-0.100829187
565020		0.0004488	-0.775701108
565021	ZDB-GENE-041210-129	0.006694322	-0.397629022
565026	ZDB-GENE-070410-66	0.343775109	0.237500875
565029	ZDB-GENE-030131-7427	0.025561348	-0.3630478
565032	ZDB-GENE-030131-9765	0.162930117	0.215751686
565037	ZDB-GENE-030131-7276	0.048768854	-0.389450655
565038	ZDB-GENE-050420-354	0.540068836	0.184809769
565039	ZDB-GENE-081022-49	0.107859021	1.553811573
565041	ZDB-GENE-050809-111	0.116902225	0.249567677
565042	ZDB-GENE-030131-5611	0.002220771	-0.392649027
565053		0.985889637	-0.009215363
565056	ZDB-GENE-060503-802	0.001233946	-1.038113294
565058	ZDB-GENE-050913-125	0.330333186	0.246277025
565059	ZDB-GENE-070209-259	0.306984523	0.214160185
565061	ZDB-GENE-030131-3806	0.000561655	0.594421113
565062	ZDB-GENE-080917-50	0.013877797	0.406461831
565063	ZDB-GENE-040724-223	0.456675676	0.141024739
565064	ZDB-GENE-041014-246	0.562526494	-0.146050449
565074	ZDB-GENE-990415-37	0.172278755	0.524133551
565077	ZDB-GENE-080728-3	0.300582664	0.154911277
565078	ZDB-GENE-141215-49	0.844039033	-0.103711418
565082	ZDB-GENE-080219-7	0.474805795	0.19276965
565088	ZDB-GENE-120411-43	0.996269774	0.00191288
565091	ZDB-GENE-070424-162	0.259939348	0.66074323
565096	ZDB-GENE-080213-11	0.355493555	0.235727267
565097	ZDB-GENE-091117-14	0.036629898	-0.488584224
565099	ZDB-GENE-080723-11	0.994022225	0.012035471
565101		0.646386545	0.155598314
565103	ZDB-GENE-041014-39	0.427165989	0.994525181
565104	ZDB-GENE-080107-2	0.670456238	-0.158479366
565106	ZDB-GENE-060503-491	0.089075367	0.717440868
565108	ZDB-GENE-090312-12	0.705094494	-0.156918161
565109	ZDB-GENE-061103-343	0.001587545	-0.525948647
565111	ZDB-GENE-100422-1	0.010585693	0.607092956
565113	ZDB-GENE-080108-3	0.792713564	-0.110689359
565117		1.0	0.27481148
565118	ZDB-GENE-060526-337	0.948644467	-0.035534317
565122	ZDB-GENE-081104-24	0.933022	-0.016183028
565123	ZDB-GENE-030131-6714	0.349545181	0.162276149
565124	ZDB-GENE-160728-3	0.573740737	-0.47946392
565126	ZDB-GENE-060929-1186	0.367488566	-0.310915659
565130		1.38e-06	1.588670429
565132	ZDB-GENE-111020-15	0.880889522	-0.087246911
565136		0.284272635	0.273374739
565144	ZDB-GENE-090313-204	0.386747193	0.170458392
565145	ZDB-GENE-070814-1	0.561883956	-0.156153384
565154	ZDB-GENE-061026-2	0.906172341	-0.021044749
565155	ZDB-GENE-031001-3	0.000787674	-0.987801781
565158	ZDB-GENE-060221-2	0.228108223	0.839912068
565164	ZDB-GENE-091118-127	0.156417317	0.473849446
565165	ZDB-GENE-030131-863	0.852848383	0.087464241
565172	ZDB-GENE-060503-22	0.557234767	-0.128281111
565173	ZDB-GENE-130530-693	7.95e-05	1.516543557
565175	ZDB-GENE-061009-14	0.802553942	0.118008001
565176	ZDB-GENE-050419-191	0.996581607	-0.004305792
565181	ZDB-GENE-120215-32	0.102456817	0.207329866
565184	ZDB-GENE-100422-4	0.0599296	1.052274594
565190	ZDB-GENE-070705-146	0.179768081	-0.191216243
565192	ZDB-GENE-050823-3	0.017475936	-0.246537943
565194	ZDB-GENE-041210-336	0.782792392	0.069613
565195	ZDB-GENE-061013-169	0.912926269	-0.028469756
565198	ZDB-GENE-060810-66	0.677803081	-0.110289448
565199	ZDB-GENE-060526-234	9.84e-05	0.946678378
565200	ZDB-GENE-080321-1	0.200470803	0.834804077
565201	ZDB-GENE-070202-1	0.171819445	-0.303084251
565205	ZDB-GENE-110408-64	1.18e-05	-0.381520198
565206	ZDB-GENE-030131-2411	0.012404751	-0.248377359
565210	ZDB-GENE-111020-14	0.850783662	-0.095767454
565211		0.864151732	-0.159131836
565213	ZDB-GENE-080225-43	0.142996816	-0.371180075
565221		0.222430397	0.687956349
565225	ZDB-GENE-030131-7896	0.371551362	-0.23727709
565228	ZDB-GENE-030131-5518	0.0017086	-0.384933783
565231	ZDB-GENE-040724-17	0.075587365	-1.072804155
565232	ZDB-GENE-041210-73	0.796384877	0.121046099
565233	ZDB-GENE-060531-100	0.915311255	-0.020427751
565235	ZDB-GENE-070228-2	0.179096535	0.397638796
565237	ZDB-GENE-050516-2	0.959581239	0.034781975
565241	ZDB-GENE-070112-1102	0.377528819	0.248867184
565243	ZDB-GENE-070112-2112	0.140603821	0.214360723
565246	ZDB-GENE-060503-809	0.746617828	-0.315375929
565251	ZDB-GENE-141211-29	0.040408584	0.339839307
565254	ZDB-GENE-130530-599	0.774559533	0.098094613
565256	ZDB-GENE-061009-13	0.273039674	0.801396852
565257	ZDB-GENE-050419-235	0.883983488	-0.103693927
565258	ZDB-GENE-050706-167	0.159133035	-0.272953157
565267	ZDB-GENE-050411-72	0.01384404	-0.340680723
565268	ZDB-GENE-070604-1	0.936290571	0.029594767
565269	ZDB-GENE-060815-4	0.855247022	0.053872873
565271	ZDB-GENE-090311-1	0.676914683	-0.400089718
565272		0.819879924	-0.464009112
565274	ZDB-GENE-060526-34	0.877307078	0.111099931
565276	ZDB-GENE-030131-686	0.594013232	-0.207586474
565282	ZDB-GENE-081105-138	0.332035592	-0.294825905
565287	ZDB-GENE-070619-2	0.134772623	-0.242335591
565294	ZDB-GENE-070912-632	0.7147966	0.166542792
565295	ZDB-GENE-110408-40	0.908574139	-0.042001716
565304	ZDB-GENE-091118-105	1.0	0.126046838
565310	ZDB-GENE-081028-51	0.562093655	0.139620456
565312	ZDB-GENE-051212-3	0.225384553	0.474059457
565314	ZDB-GENE-110411-280	0.638354636	0.106744502
565315		0.339248141	-0.467859487
565316	ZDB-GENE-050913-15	0.298263031	0.363740666
565319	ZDB-GENE-051018-2	0.600491015	0.325922159
565326	ZDB-GENE-050208-747	0.993472544	0.004366537
565328	ZDB-GENE-050603-1	0.68715108	0.185893991
565332		0.211454264	-0.203962424
565333		0.008427691	0.914984684
565335	ZDB-GENE-060526-35	0.070057474	0.639897599
565337	ZDB-GENE-060526-346	0.774345764	-0.206691567
565338	ZDB-GENE-061013-268	0.034481695	0.51240773
565342	ZDB-GENE-070813-1	0.632827764	0.10778878
565343	ZDB-GENE-030131-1770	0.63940386	-0.150952445
565345	ZDB-GENE-081104-506	0.907967795	0.046909695
565357	ZDB-GENE-021025-1	0.429875029	-0.083948388
565366	ZDB-GENE-080926-4	0.000611233	-0.529599271
565367	ZDB-GENE-030131-9438	0.347756111	-0.66426769
565370	ZDB-GENE-040724-164	0.33295852	0.29770661
565372	ZDB-GENE-060929-448	0.954929774	0.031993654
565373	ZDB-GENE-030131-1033	0.011296254	-0.369849699
565375	ZDB-GENE-080723-45	0.003166131	-0.648018654
565380	ZDB-GENE-131121-433	0.190085231	0.21064085
565381		0.504545102	-0.366635138
565383	ZDB-GENE-080220-20	0.679081429	-0.10197817
565385	ZDB-GENE-080204-116	0.529308413	0.197299383
565387	ZDB-GENE-070822-4	0.222818356	0.249158252
565395	ZDB-GENE-070912-620	0.000481606	1.438130588
565399	ZDB-GENE-060810-98	0.040700073	-0.345200221
565400	ZDB-GENE-060526-307	0.757644628	-0.221185075
565402	ZDB-GENE-070209-167	3.46e-07	-0.799270329
565404	ZDB-GENE-030131-6966	0.046416482	0.314053515
565405		0.044582932	0.338704674
565408	ZDB-GENE-041210-349	0.743215045	0.043152534
565414	ZDB-GENE-090508-6	0.377545951	0.314120563
565419	ZDB-GENE-061220-10	0.497169843	0.177611444
565422	ZDB-GENE-030131-2847	0.747543894	0.11981945
565424	ZDB-GENE-070912-666	0.284979264	0.711002081
565426	ZDB-GENE-090313-126	0.730038122	-0.265646062
565429	ZDB-GENE-080807-4	0.001770928	0.394806725
565431	ZDB-GENE-081030-1	0.135462086	0.183523671
565434	ZDB-GENE-030131-1949	0.000312772	-0.474725656
565437	ZDB-GENE-090312-104	0.939872976	0.026446026
565439	ZDB-GENE-030131-9505	0.872792667	0.039529037
565440	ZDB-GENE-030131-4949	0.013290414	0.416728237
565444	ZDB-GENE-030131-6110	0.24217595	-0.166270827
565446	ZDB-GENE-070925-2	0.037696183	-0.227394026
565447	ZDB-GENE-080917-1	0.756745718	0.090715415
565450	ZDB-GENE-021120-2	0.937890936	0.063745285
565454	ZDB-GENE-141216-408	0.467248046	-0.504659228
565458	ZDB-GENE-030131-6225	0.097331368	0.492530988
565459	ZDB-GENE-070925-1	0.000475643	-0.341933041
565460	ZDB-GENE-030616-39	0.007026443	0.910035415
565465	ZDB-GENE-041001-207	0.609057687	-0.345177716
565473	ZDB-GENE-061221-1	0.002190459	0.680122212
565474	ZDB-GENE-121205-4	0.013469748	-0.896658173
565475	ZDB-GENE-041210-227	0.823113585	-0.218902017
565477	ZDB-GENE-060526-104	0.691295515	-0.237778576
565481	ZDB-GENE-030616-624	0.469600843	-0.162724084
565482	ZDB-GENE-030131-3232	0.567416896	-0.075994301
565484	ZDB-GENE-081105-45	0.89387712	0.019910714
565490		0.656734029	0.476959742
565492	ZDB-GENE-050913-90	0.002814726	-0.771869128
565497	ZDB-GENE-070112-972	0.939872976	-0.05200567
565498	ZDB-GENE-050913-92	0.023367548	0.425329955
565499	ZDB-GENE-050913-47	0.002460104	-0.596989071
565501	ZDB-GENE-040426-2740	0.694388912	-0.17328171
565507	ZDB-GENE-070925-3	0.044113636	-0.229932008
565508	ZDB-GENE-070818-1	0.727250063	0.068260552
565512	ZDB-GENE-060825-109	0.488565586	0.154646304
565513	ZDB-GENE-121105-13	0.296605175	0.331847757
565515	ZDB-GENE-060810-148	0.087833549	-0.216947073
565516		0.160725349	0.440130798
565521		0.089587332	0.273954194
565522	ZDB-GENE-030131-5475	0.955262487	-0.017269015
565523	ZDB-GENE-131127-327	0.106862504	-0.663459796
565530		0.351424063	0.334109682
565531	ZDB-GENE-070206-1	0.020880795	-0.443322196
565533	ZDB-GENE-070912-412	0.804784593	0.062876793
565541		0.549420994	0.388948526
565544	ZDB-GENE-030131-6456	0.835362963	-0.02975507
565548	ZDB-GENE-060526-101	0.408728175	0.386154909
565556	ZDB-GENE-080408-1	0.506534721	0.173645989
565558	ZDB-GENE-110216-4	0.392349354	-0.228606243
565563	ZDB-GENE-081105-14	0.822980438	-0.050670887
565570	ZDB-GENE-131121-219	0.008864886	-0.940895613
565575	ZDB-GENE-030131-9122	0.032766551	-0.175470216
565579	ZDB-GENE-030131-7787	0.863352165	0.061247864
565583	ZDB-GENE-131127-557	0.755558906	-0.155108162
565588	ZDB-GENE-030131-9831	0.482293318	0.077324595
565590		0.10111661	1.259246686
565591	ZDB-GENE-130530-563	0.458654603	0.283393219
565592	ZDB-GENE-091217-2	0.036842905	-0.22425308
565594		0.752848355	0.123402385
565599	ZDB-GENE-101006-4	1.0	-0.101923724
565601	ZDB-GENE-060929-1102	0.997670336	-0.002462017
565603	ZDB-GENE-211020-1	0.264039018	0.403535512
565606	ZDB-GENE-060503-458	0.675441741	-0.105147823
565609	ZDB-GENE-100209-3	0.041437386	1.104848675
565612	ZDB-GENE-080403-15	0.907590835	0.023694504
565615	ZDB-GENE-030131-7043	0.533470226	0.153877851
565621	ZDB-GENE-030131-5306	0.704410696	0.129677801
565624		0.195355203	-1.70763746
565629	ZDB-GENE-050420-31	0.038401727	1.037509274
565630	ZDB-GENE-030131-3481	0.714402242	0.061098195
565632	ZDB-GENE-100513-3	0.806456648	0.337276893
565637	ZDB-GENE-030131-9506	0.020533789	-0.85378243
565638	ZDB-GENE-050616-10	0.786424126	-0.126847123
565641	ZDB-GENE-141222-39	0.652285674	-0.657865351
565645	ZDB-GENE-070705-179	0.721484884	0.201130867
565648	ZDB-GENE-030131-2912	0.620343164	-0.138636079
565649		0.06987598	0.453178799
565650	ZDB-GENE-070928-42	0.948652848	0.119427489
565651	ZDB-GENE-130530-757	0.637388742	-0.208473052
565656	ZDB-GENE-061013-1	0.978585723	0.026888926
565658	ZDB-GENE-030131-7864	0.80284093	0.214954037
565659	ZDB-GENE-030131-5032	0.909347097	-0.02394082
565664	ZDB-GENE-070912-413	0.214221105	0.901651332
565665	ZDB-GENE-041001-210	0.205202769	-0.508038902
565669	ZDB-GENE-050208-654	0.121174841	-0.426810231
565670	ZDB-GENE-050208-583	0.540659361	0.426337715
565671	ZDB-GENE-200318-3	0.985608596	0.004228973
565672	ZDB-GENE-060312-35	0.007622142	-0.470943714
565673	ZDB-GENE-061220-11	0.141794792	0.480340835
565677	ZDB-GENE-080201-1	0.634244263	0.14766871
565685	ZDB-GENE-060510-5	0.941993065	-0.034823301
565686	ZDB-GENE-070912-138	1.0	-0.946045993
565691		0.351030015	0.456583088
565697	ZDB-GENE-100707-2	0.130140317	0.333620134
565700	ZDB-GENE-050913-41	0.137414421	0.296275347
565702	ZDB-GENE-090311-26	0.350172894	-0.251618302
565706	ZDB-GENE-030131-9570	0.200807368	0.701398381
565707	ZDB-GENE-131121-599	0.46535194	0.160819998
565708	ZDB-GENE-070705-176	0.018500461	-0.500768733
565711	ZDB-GENE-090521-5	0.24217595	-0.268264708
565714	ZDB-GENE-051129-1	0.002604118	-0.439088618
565716	ZDB-GENE-090312-181	0.058952393	-0.273566267
565718	ZDB-GENE-080107-4	0.960531707	0.03966108
565728	ZDB-GENE-070912-414	0.685242358	0.127801538
